latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
25.62568,76.67243,350.47,0.44,0.39,2023-11-05,814,N,VIIRS,n,2,304.72,6.8,D,0
21.29814,83.34786,331.42,0.62,0.54,2023-03-10,813,N,VIIRS,l,2,301.48,5.49,D,0
20.09358,77.8344,331.17,0.41,0.37,2023-12-24,753,N,VIIRS,n,2,304.68,1.51,D,0
17.60332,82.08414,336.23,0.57,0.52,2023-02-25,716,N,VIIRS,n,2,300.36,4.29,D,0
23.75479,86.39513,301.6,0.53,0.5,2023-02-10,1926,N,VIIRS,n,2,288.0,1.99,N,0
22.65762,77.44917,332.47,0.4,0.37,2023-12-18,806,N,VIIRS,n,2,301.92,2.26,D,0
15.17748,77.1036,303.04,0.44,0.62,2023-08-21,2109,N,VIIRS,n,2,287.59,0.72,N,2
20.59094,84.60587,333.9,0.44,0.46,2023-06-12,710,N,VIIRS,n,2,298.3,3.55,D,0
24.10777,77.70571,340.59,0.37,0.58,2023-06-02,839,N,VIIRS,n,2,302.46,3.45,D,0
24.23563,79.10846,348.53,0.42,0.45,2023-05-26,730,N,VIIRS,n,2,313.99,5.84,D,0
29.63772,75.56862,333.84,0.4,0.37,2023-11-22,756,N,VIIRS,n,2,301.28,14.23,D,0
29.71372,73.32008,343.86,0.42,0.38,2023-04-17,804,N,VIIRS,n,2,311.74,5.14,D,0
22.52312,82.29512,348.82,0.38,0.36,2023-04-18,743,N,VIIRS,n,2,313.26,5.86,D,0
30.36003,75.07353,331.56,0.39,0.36,2023-11-16,809,N,VIIRS,n,2,300.71,4.41,D,0
23.8807,85.01112,307.01,0.39,0.36,2023-06-11,1957,N,VIIRS,n,2,290.59,0.84,N,0
19.29956,76.56902,344.98,0.38,0.36,2023-05-08,807,N,VIIRS,n,2,312.32,13.98,D,0
27.09795,93.65244,332.33,0.41,0.37,2023-03-04,646,N,VIIRS,n,2,301.03,4.18,D,0
25.0547,81.64256,301.33,0.4,0.37,2023-11-12,2009,N,VIIRS,n,2,289.11,0.44,N,0
25.22389,92.49911,333.67,0.41,0.37,2023-04-10,653,N,VIIRS,l,2,303.07,3.78,D,0
25.46148,92.95554,335.0,0.38,0.36,2023-04-15,659,N,VIIRS,n,2,299.11,35.93,D,0
17.6902,79.81433,334.42,0.4,0.44,2023-05-15,735,N,VIIRS,l,2,308.56,1.21,D,0
19.05729,80.16572,333.09,0.54,0.42,2023-04-13,736,N,VIIRS,l,2,306.52,2.63,D,0
23.78014,86.38764,300.63,0.45,0.63,2023-09-18,2041,N,VIIRS,n,2,275.84,1.45,N,2
18.69165,73.04127,345.79,0.42,0.38,2023-05-28,832,N,VIIRS,n,2,312.38,7.8,D,2
29.5814,80.09946,330.21,0.45,0.47,2023-04-14,720,N,VIIRS,l,2,304.92,3.71,D,0
17.51007,77.82272,336.94,0.52,0.41,2023-03-06,747,N,VIIRS,l,2,311.43,2.63,D,0
20.96605,85.1739,306.31,0.43,0.62,2023-09-18,2041,N,VIIRS,n,2,269.51,0.9,N,2
25.00496,83.94003,337.87,0.62,0.54,2023-04-15,700,N,VIIRS,l,2,309.97,4.77,D,0
19.22168,82.95518,338.11,0.47,0.48,2023-03-13,716,N,VIIRS,n,2,306.9,4.87,D,0
29.96554,75.42433,346.8,0.44,0.38,2023-11-05,815,N,VIIRS,n,2,307.12,8.94,D,0
10.95116,78.25943,311.54,0.38,0.36,2023-05-25,2020,N,VIIRS,n,2,293.86,0.94,N,0
30.99964,75.43811,338.47,0.45,0.39,2023-11-05,815,N,VIIRS,n,2,303.0,4.4,D,0
25.54871,94.59518,331.72,0.46,0.39,2023-03-03,705,N,VIIRS,n,2,300.65,4.35,D,0
30.83156,74.69089,344.14,0.38,0.43,2023-11-15,828,N,VIIRS,n,2,304.98,8.14,D,0
18.38729,80.65945,342.09,0.48,0.4,2023-02-17,806,N,VIIRS,n,2,311.1,7.8,D,0
29.57297,74.46671,338.97,0.79,0.78,2023-05-10,913,N,VIIRS,n,2,305.64,10.51,D,0
30.61913,75.72264,332.36,0.54,0.5,2023-11-20,834,N,VIIRS,n,2,297.03,3.84,D,0
14.18224,76.00297,335.53,0.39,0.36,2023-06-03,818,N,VIIRS,l,2,307.33,2.38,D,0
24.89463,77.17047,333.15,0.45,0.39,2023-10-20,813,N,VIIRS,l,2,305.55,5.03,D,0
20.98903,82.2888,302.67,0.54,0.42,2023-02-28,2030,N,VIIRS,n,2,292.45,1.71,N,0
19.00596,82.33961,331.09,0.4,0.6,2023-03-04,825,N,VIIRS,l,2,302.61,1.11,D,0
26.44796,78.36225,339.0,0.55,0.51,2023-10-30,826,N,VIIRS,n,2,302.32,3.87,D,0
12.72245,76.01831,338.02,0.39,0.36,2023-01-26,817,N,VIIRS,n,2,308.92,2.49,D,0
21.07594,85.03384,300.24,0.42,0.61,2023-02-06,2042,N,VIIRS,n,2,290.12,1.53,N,2
20.23539,84.90726,304.57,0.38,0.36,2023-03-07,1959,N,VIIRS,n,2,290.96,1.15,N,0
17.45523,76.67986,354.52,0.39,0.36,2023-02-06,812,N,VIIRS,n,2,316.14,7.56,D,0
26.98058,95.48067,356.36,0.54,0.5,2023-12-26,717,N,VIIRS,n,2,300.59,36.93,D,0
22.88109,78.11671,320.31,0.54,0.51,2023-04-08,1959,N,VIIRS,n,2,289.76,1.9,N,0
23.10476,70.18929,304.32,0.54,0.51,2023-01-11,2029,N,VIIRS,n,2,291.2,0.7,N,2
19.6214,76.17909,337.3,0.42,0.37,2023-02-12,800,N,VIIRS,l,2,312.21,4.02,D,0
19.56478,80.80466,340.12,0.5,0.41,2023-05-15,735,N,VIIRS,n,2,306.76,4.63,D,0
24.99796,93.33974,349.31,0.72,0.76,2023-04-12,756,N,VIIRS,n,2,301.65,32.17,D,0
29.81562,78.6747,330.33,0.41,0.45,2023-05-13,816,N,VIIRS,n,2,304.83,1.65,D,0
20.97073,85.17713,318.09,0.58,0.52,2023-12-27,1926,N,VIIRS,n,2,290.59,2.46,N,2
29.89773,75.87106,341.24,0.41,0.61,2023-11-14,846,N,VIIRS,n,2,291.69,3.83,D,0
24.71894,76.98757,344.87,0.53,0.42,2023-05-02,821,N,VIIRS,n,2,304.8,6.54,D,0
17.65185,77.01332,345.82,0.45,0.63,2023-02-04,850,N,VIIRS,n,2,308.85,9.98,D,0
21.38245,81.65583,304.77,0.5,0.41,2023-02-28,2030,N,VIIRS,n,2,293.72,1.13,N,2
24.32356,80.14827,338.45,0.46,0.39,2023-04-29,737,N,VIIRS,l,2,308.42,4.01,D,0
20.51241,85.29286,307.95,0.57,0.52,2023-03-14,1927,N,VIIRS,n,2,287.88,0.79,N,0
14.05857,77.59946,306.3,0.45,0.47,2023-02-19,2000,N,VIIRS,n,2,292.6,0.64,N,0
18.87781,82.83145,330.65,0.49,0.65,2023-05-17,658,N,VIIRS,n,2,296.62,6.77,D,0
21.01278,81.76952,343.67,0.49,0.48,2023-03-10,813,N,VIIRS,n,2,307.95,3.36,D,0
24.55542,93.67578,349.65,0.62,0.54,2023-02-28,621,N,VIIRS,n,2,298.0,22.33,D,0
14.11882,78.9661,300.36,0.49,0.65,2023-03-03,1935,N,VIIRS,n,2,289.73,0.64,N,0
32.06524,75.2298,342.5,0.4,0.37,2023-05-14,758,N,VIIRS,l,2,313.04,7.62,D,0
23.77831,86.20924,310.43,0.45,0.47,2023-11-22,2022,N,VIIRS,n,2,291.7,2.39,N,2
23.18866,72.27135,345.09,0.56,0.43,2023-11-11,801,N,VIIRS,n,2,312.95,6.46,D,0
23.72981,86.50108,305.99,0.52,0.5,2023-01-09,1926,N,VIIRS,n,2,282.57,1.51,N,0
19.07679,76.98126,303.54,0.46,0.39,2023-03-06,2018,N,VIIRS,n,2,289.04,0.67,N,0
14.45959,77.34564,341.77,0.4,0.44,2023-02-02,746,N,VIIRS,n,2,303.87,3.6,D,0
14.20603,78.99889,308.05,0.46,0.47,2023-04-11,2045,N,VIIRS,n,2,295.13,1.14,N,0
20.04925,80.2204,336.13,0.38,0.59,2023-04-10,833,N,VIIRS,n,2,303.83,1.81,D,0
31.12482,75.47049,328.56,0.32,0.55,2023-03-14,842,N,VIIRS,l,2,301.34,1.34,D,0
22.58127,77.52437,308.48,0.56,0.43,2023-04-18,2011,N,VIIRS,n,2,289.82,2.07,N,0
20.87205,82.00005,331.89,0.49,0.41,2023-12-20,728,N,VIIRS,n,2,299.37,3.06,D,0
18.11286,76.93135,330.92,0.4,0.37,2023-03-11,2025,N,VIIRS,n,2,292.8,6.25,N,0
22.19655,70.34158,308.97,0.39,0.36,2023-05-23,2055,N,VIIRS,n,2,297.64,0.64,N,0
21.18774,81.39092,313.24,0.43,0.38,2023-02-08,2005,N,VIIRS,n,2,294.89,1.26,N,2
25.4184,76.49357,336.01,0.68,0.74,2023-10-29,705,N,VIIRS,n,2,301.17,6.29,D,0
19.19139,77.33443,335.35,0.39,0.59,2023-04-20,845,N,VIIRS,n,2,303.59,2.74,D,0
26.15564,79.31551,340.61,0.49,0.41,2023-05-08,809,N,VIIRS,l,2,311.75,5.01,D,0
19.44949,82.61407,344.97,0.39,0.36,2023-02-18,748,N,VIIRS,n,2,309.55,4.04,D,0
32.36037,75.342,343.25,0.43,0.46,2023-05-07,829,N,VIIRS,n,2,306.68,4.74,D,0
21.7119,84.28831,338.95,0.53,0.42,2023-01-08,716,N,VIIRS,n,2,302.08,9.72,D,0
19.31783,78.61474,335.52,0.47,0.64,2023-02-15,844,N,VIIRS,l,2,309.83,5.62,D,0
19.39584,73.06807,335.3,0.39,0.36,2023-01-31,826,N,VIIRS,l,2,307.1,4.0,D,0
24.13913,93.05303,341.56,0.44,0.46,2023-04-11,634,N,VIIRS,n,2,304.92,17.87,D,0
20.94176,81.33232,335.78,0.55,0.51,2023-02-25,717,N,VIIRS,l,2,309.0,6.29,D,0
21.75476,83.84029,313.83,0.45,0.47,2023-11-03,1938,N,VIIRS,n,2,289.47,1.71,N,2
20.0827,80.71181,345.71,0.41,0.45,2023-05-29,813,N,VIIRS,n,2,306.25,6.26,D,0
27.39359,82.51088,310.55,0.39,0.37,2023-04-18,2010,N,VIIRS,n,2,295.61,1.41,N,0
29.95524,75.50007,343.4,0.52,0.5,2023-11-18,731,N,VIIRS,n,2,302.33,6.01,D,0
19.75422,79.84295,346.68,0.55,0.43,2023-03-28,736,N,VIIRS,n,2,314.94,14.59,D,0
22.31746,69.85417,315.04,0.44,0.63,2023-09-30,2016,N,VIIRS,n,2,291.85,1.65,N,0
17.25534,77.23392,343.3,0.59,0.53,2023-02-24,735,N,VIIRS,n,2,314.79,4.08,D,0
21.91996,83.35166,319.94,0.4,0.44,2023-06-17,1945,N,VIIRS,n,2,285.43,2.13,N,2
21.99454,76.00295,343.2,0.45,0.47,2023-04-02,743,N,VIIRS,l,2,317.79,8.24,D,0
23.65106,85.103,339.21,0.4,0.37,2023-04-13,737,N,VIIRS,l,2,313.41,3.13,D,0
31.49195,75.90186,345.72,0.38,0.44,2023-07-02,738,N,VIIRS,n,2,299.49,3.98,D,0
23.52442,80.00329,298.12,0.45,0.63,2023-04-15,2108,N,VIIRS,n,2,288.11,0.59,N,0
26.59061,93.67191,348.74,0.32,0.55,2023-04-08,731,N,VIIRS,n,2,270.53,4.25,D,0
23.61744,82.55451,308.1,0.38,0.36,2023-04-18,2011,N,VIIRS,n,2,294.41,0.73,N,0
25.16175,83.84184,305.28,0.57,0.43,2023-04-17,2029,N,VIIRS,n,2,292.12,1.05,N,0
28.67851,79.69163,337.42,0.45,0.47,2023-04-27,816,N,VIIRS,n,2,291.3,4.13,D,0
22.20112,84.06916,339.08,0.44,0.62,2023-03-25,652,N,VIIRS,n,2,296.83,5.49,D,0
22.94304,85.54339,302.26,0.47,0.4,2023-03-13,1945,N,VIIRS,n,2,290.52,1.04,N,0
26.99861,83.65043,330.31,0.42,0.37,2023-11-29,723,N,VIIRS,n,2,300.29,1.97,D,0
21.91031,83.15129,342.91,0.48,0.4,2023-02-23,754,N,VIIRS,n,2,305.14,4.85,D,0
15.17807,76.78814,300.75,0.34,0.56,2023-02-14,1954,N,VIIRS,n,2,289.16,0.58,N,2
14.77519,75.18584,355.57,0.4,0.6,2023-02-25,856,N,VIIRS,n,2,309.9,4.55,D,0
23.77887,86.39795,311.02,0.39,0.37,2023-02-14,1951,N,VIIRS,n,2,287.67,1.81,N,2
23.72568,86.43922,307.86,0.38,0.36,2023-02-19,1957,N,VIIRS,n,2,293.1,1.07,N,2
19.96308,79.33609,307.71,0.42,0.37,2023-12-29,2029,N,VIIRS,n,2,285.99,1.33,N,2
13.04117,76.92283,335.89,0.45,0.39,2023-11-11,758,N,VIIRS,n,2,298.91,2.89,D,0
17.77303,82.25362,337.71,0.47,0.39,2023-02-28,800,N,VIIRS,n,2,304.98,6.74,D,0
23.61129,87.14249,295.07,0.59,0.7,2023-01-05,1901,N,VIIRS,n,2,282.73,1.2,N,0
21.59422,78.31918,341.58,0.47,0.4,2023-02-22,813,N,VIIRS,n,2,310.52,5.27,D,0
23.54852,85.01164,334.24,0.38,0.36,2023-04-08,730,N,VIIRS,n,2,306.2,1.88,D,0
23.68981,86.39075,309.32,0.41,0.37,2023-01-23,2004,N,VIIRS,n,2,293.13,1.04,N,2
21.18591,74.08799,341.58,0.4,0.44,2023-03-11,755,N,VIIRS,n,2,312.24,3.05,D,0
14.74495,75.51846,331.79,0.39,0.36,2023-12-23,810,N,VIIRS,l,2,306.66,3.24,D,0
20.96877,85.17075,331.19,0.4,0.44,2023-04-09,711,N,VIIRS,l,2,304.57,5.92,D,2
20.53214,80.55695,334.25,0.39,0.36,2023-04-12,755,N,VIIRS,l,2,307.25,3.09,D,0
31.36055,75.09441,332.85,0.53,0.42,2023-10-27,744,N,VIIRS,n,2,300.69,2.06,D,0
23.43381,79.99245,332.54,0.48,0.4,2023-11-23,735,N,VIIRS,n,2,302.51,4.46,D,0
17.40432,80.42583,340.64,0.4,0.37,2023-03-06,747,N,VIIRS,n,2,308.68,3.85,D,0
23.68884,86.38684,309.06,0.46,0.39,2023-03-17,2010,N,VIIRS,n,2,290.24,1.9,N,2
18.01141,81.30417,336.9,0.39,0.36,2023-03-11,754,N,VIIRS,n,2,309.65,1.91,D,0
19.9464,86.09328,348.78,0.38,0.36,2023-02-03,729,N,VIIRS,n,2,309.0,3.41,D,0
30.58094,75.10734,328.9,0.72,0.76,2023-11-13,906,N,VIIRS,n,2,294.13,2.01,D,0
28.92863,79.8148,340.12,0.41,0.37,2023-10-21,755,N,VIIRS,n,2,307.64,4.94,D,0
27.73539,77.52548,335.19,0.5,0.49,2023-05-07,828,N,VIIRS,l,2,305.93,3.72,D,0
24.762,74.60437,296.32,0.47,0.64,2023-01-18,1957,N,VIIRS,n,2,283.07,1.62,N,2
20.19454,83.6672,342.64,0.5,0.41,2023-04-19,723,N,VIIRS,n,2,307.19,14.99,D,0
30.54596,75.57729,347.85,0.42,0.45,2023-05-07,829,N,VIIRS,n,2,312.68,7.11,D,0
13.39283,80.10156,306.59,0.38,0.36,2023-08-24,2013,N,VIIRS,n,2,289.32,1.26,N,0
27.18426,82.71068,337.83,0.43,0.46,2023-11-19,711,N,VIIRS,n,2,300.33,6.25,D,0
15.33453,76.24673,302.69,0.38,0.59,2023-04-15,2110,N,VIIRS,n,2,292.24,0.86,N,0
23.54057,78.37081,335.09,0.5,0.49,2023-05-07,827,N,VIIRS,l,2,306.83,3.8,D,0
24.21929,93.77502,327.99,0.42,0.38,2023-01-30,704,N,VIIRS,n,2,297.86,2.14,D,0
15.89754,76.57315,340.24,0.41,0.37,2023-05-02,819,N,VIIRS,n,2,299.58,1.96,D,0
27.83547,77.76084,316.07,0.38,0.36,2023-10-31,2033,N,VIIRS,n,2,290.3,1.08,N,0
24.76513,93.1799,367.0,0.38,0.36,2023-03-14,659,N,VIIRS,l,2,353.58,98.16,D,0
20.37484,82.50671,340.44,0.42,0.45,2023-03-05,807,N,VIIRS,n,2,307.05,2.96,D,0
25.446,93.22641,347.74,0.46,0.47,2023-07-08,724,N,VIIRS,n,2,291.33,10.65,D,0
26.17084,83.72776,356.01,0.47,0.64,2023-04-21,647,N,VIIRS,n,2,294.77,15.35,D,0
24.98535,93.23231,367.0,0.36,0.57,2023-04-13,737,N,VIIRS,h,2,302.94,6.59,D,0
30.42549,74.63627,340.87,0.57,0.52,2023-11-18,731,N,VIIRS,n,2,300.64,13.09,D,0
21.10059,72.6377,316.06,0.45,0.39,2023-12-06,2100,N,VIIRS,n,2,292.09,2.21,N,2
23.6268,93.32962,367.0,0.35,0.57,2023-03-12,736,N,VIIRS,h,2,307.54,15.37,D,0
29.98439,75.48439,350.96,0.39,0.36,2023-05-08,810,N,VIIRS,n,2,318.99,8.03,D,0
27.25756,83.33023,297.77,0.39,0.36,2023-04-07,2016,N,VIIRS,n,2,286.38,0.35,N,0
17.83816,79.0125,346.1,0.38,0.36,2023-02-12,800,N,VIIRS,n,2,315.91,11.92,D,0
23.78129,86.20696,342.87,0.48,0.4,2023-11-19,710,N,VIIRS,n,2,305.8,6.22,D,2
21.68677,80.85803,349.64,0.41,0.37,2023-04-18,743,N,VIIRS,n,2,315.1,7.42,D,0
21.92618,87.25009,336.84,0.44,0.63,2023-02-27,639,N,VIIRS,n,2,303.48,2.66,D,0
20.32216,78.00896,349.76,0.38,0.36,2023-04-01,801,N,VIIRS,n,2,319.32,7.9,D,0
24.14879,91.91692,340.69,0.51,0.5,2023-04-11,634,N,VIIRS,n,2,301.07,7.39,D,0
24.32932,93.83605,338.03,0.39,0.36,2023-04-10,653,N,VIIRS,l,2,311.16,2.84,D,0
24.90391,77.84446,301.69,0.39,0.59,2023-04-20,2113,N,VIIRS,n,2,289.49,0.28,N,0
12.687,77.55398,344.39,0.41,0.45,2023-02-21,830,N,VIIRS,n,2,307.76,7.8,D,0
20.31988,80.39192,340.56,0.5,0.41,2023-04-13,736,N,VIIRS,n,2,307.86,6.49,D,0
19.84743,84.58382,335.61,0.45,0.63,2023-02-21,651,N,VIIRS,n,2,308.7,2.5,D,0
25.22317,85.43297,309.96,0.41,0.37,2023-04-18,2010,N,VIIRS,n,2,295.44,0.98,N,0
22.47689,88.00182,310.65,0.5,0.41,2023-09-27,1932,N,VIIRS,n,2,292.29,1.05,N,0
30.26572,76.4828,341.76,0.38,0.44,2023-10-25,821,N,VIIRS,n,2,302.88,3.95,D,0
20.82837,86.96033,302.41,0.4,0.37,2023-01-08,1945,N,VIIRS,n,2,287.51,0.92,N,0
21.46655,80.12885,300.39,0.4,0.6,2023-01-04,2101,N,VIIRS,n,2,284.21,0.39,N,0
23.68062,77.50159,344.48,0.6,0.71,2023-04-25,1939,N,VIIRS,n,2,287.79,7.41,N,0
22.40725,80.93297,304.53,0.4,0.37,2023-03-11,2023,N,VIIRS,n,2,286.7,0.79,N,0
20.96834,85.17018,316.42,0.46,0.47,2023-11-30,1932,N,VIIRS,n,2,292.88,2.19,N,2
20.98733,82.01181,333.11,0.62,0.72,2023-05-28,652,N,VIIRS,n,2,298.28,5.94,D,0
18.39138,79.36366,335.91,0.4,0.45,2023-12-12,818,N,VIIRS,l,2,306.42,1.84,D,0
25.36926,92.97089,341.53,0.56,0.51,2023-04-08,731,N,VIIRS,n,2,298.35,6.41,D,0
31.48277,75.37092,341.92,0.51,0.5,2023-05-12,835,N,VIIRS,n,2,310.58,2.13,D,0
18.14496,82.34985,345.13,0.44,0.38,2023-02-24,735,N,VIIRS,n,2,313.47,6.74,D,0
17.83564,79.18407,336.47,0.39,0.59,2023-03-14,838,N,VIIRS,l,2,307.67,2.45,D,0
25.066,76.78603,353.17,0.45,0.47,2023-04-13,738,N,VIIRS,n,2,320.4,12.75,D,0
22.5668,77.57316,309.42,0.37,0.58,2023-04-03,1952,N,VIIRS,n,2,288.9,1.36,N,0
23.80402,86.32867,313.26,0.46,0.47,2023-07-17,2022,N,VIIRS,n,2,289.55,2.51,N,2
25.7662,91.0016,306.56,0.39,0.36,2023-03-13,1944,N,VIIRS,n,2,287.84,0.52,N,0
23.56441,83.57415,316.24,0.39,0.36,2023-04-18,2011,N,VIIRS,n,2,297.44,2.12,N,0
24.61142,93.94918,343.58,0.51,0.49,2023-01-13,723,N,VIIRS,n,2,295.37,6.4,D,0
30.98967,75.56003,339.38,0.38,0.59,2023-05-16,720,N,VIIRS,n,2,305.53,2.85,D,0
18.30024,73.36335,338.36,0.43,0.62,2023-02-14,903,N,VIIRS,n,2,312.09,3.02,D,0
23.53922,80.91179,342.42,0.42,0.45,2023-04-03,724,N,VIIRS,n,2,309.22,2.78,D,0
21.38021,85.49292,339.35,0.33,0.56,2023-03-05,807,N,VIIRS,n,2,309.01,3.19,D,0
21.77613,87.21472,337.95,0.35,0.57,2023-12-13,759,N,VIIRS,n,2,300.08,4.57,D,0
31.21481,74.65585,326.08,0.56,0.68,2023-11-08,859,N,VIIRS,n,2,289.5,2.83,D,0
22.96953,77.6252,340.71,0.43,0.46,2023-11-07,735,N,VIIRS,n,2,301.48,5.62,D,0
15.3092,76.2686,338.44,0.47,0.47,2023-03-30,838,N,VIIRS,l,2,309.77,7.37,D,0
20.35325,85.68078,349.52,0.48,0.4,2023-04-30,717,N,VIIRS,n,2,305.5,29.68,D,0
27.25596,83.8659,326.96,0.5,0.49,2023-01-27,802,N,VIIRS,n,2,296.59,2.59,D,0
23.85127,73.31406,315.77,0.53,0.67,2023-04-24,2139,N,VIIRS,n,2,293.12,2.13,N,0
19.39455,81.22451,332.48,0.48,0.4,2023-05-15,735,N,VIIRS,l,2,304.01,3.59,D,0
30.8424,74.90528,339.0,0.34,0.56,2023-05-21,726,N,VIIRS,l,2,312.89,4.33,D,0
25.58995,90.64843,338.28,0.41,0.45,2023-03-07,730,N,VIIRS,n,2,301.63,2.92,D,0
16.17504,78.91769,367.0,0.77,0.77,2023-02-15,703,N,VIIRS,h,2,307.47,23.28,D,0
21.98787,82.53246,337.82,0.4,0.37,2023-01-23,736,N,VIIRS,n,2,306.83,1.34,D,0
19.95864,79.09098,303.49,0.7,0.75,2023-03-14,1928,N,VIIRS,n,2,287.28,2.0,N,0
22.95883,77.54859,342.71,0.44,0.46,2023-11-07,735,N,VIIRS,n,2,303.84,4.34,D,0
14.26066,78.10835,311.95,0.34,0.56,2023-02-25,1948,N,VIIRS,n,2,294.04,1.29,N,0
22.94761,78.31327,341.67,0.49,0.4,2023-04-11,815,N,VIIRS,n,2,313.62,7.8,D,0
22.09175,84.51572,303.24,0.33,0.55,2023-03-14,1927,N,VIIRS,n,2,292.55,1.33,N,0
21.22305,82.16322,340.99,0.39,0.36,2023-03-01,742,N,VIIRS,l,2,313.32,9.65,D,0
19.28366,73.30524,352.24,0.41,0.37,2023-05-29,813,N,VIIRS,l,2,318.57,15.29,D,0
23.75226,86.41658,323.64,0.38,0.36,2023-05-10,1958,N,VIIRS,n,2,300.98,3.63,N,2
24.28893,76.99853,349.01,0.46,0.39,2023-02-02,749,N,VIIRS,n,2,305.86,10.37,D,0
22.21321,84.84136,313.72,0.39,0.36,2023-12-20,1957,N,VIIRS,n,2,284.53,1.19,N,2
27.45963,95.4784,302.13,0.56,0.43,2023-12-26,1942,N,VIIRS,n,2,285.06,0.89,N,0
30.04511,77.23626,327.92,0.38,0.36,2023-12-08,756,N,VIIRS,n,2,296.82,3.37,D,0
22.7912,86.2121,332.16,0.42,0.38,2023-07-19,717,N,VIIRS,l,2,298.35,5.51,D,2
22.29111,80.31274,343.41,0.42,0.37,2023-03-17,743,N,VIIRS,n,2,307.74,4.87,D,0
17.94107,73.76971,306.6,0.46,0.39,2023-03-04,2056,N,VIIRS,n,2,290.31,0.81,N,0
21.85333,86.59245,340.83,0.4,0.44,2023-03-06,748,N,VIIRS,n,2,304.23,6.96,D,0
22.83211,92.52092,342.74,0.61,0.54,2023-04-13,736,N,VIIRS,n,2,304.61,7.24,D,0
23.42426,76.89552,333.13,0.72,0.76,2023-04-20,706,N,VIIRS,n,2,301.0,3.51,D,0
26.35975,91.26653,295.27,0.61,0.71,2023-06-25,2034,N,VIIRS,n,2,284.1,3.36,N,0
19.78714,79.14766,312.27,0.43,0.46,2023-03-23,1959,N,VIIRS,n,2,293.34,1.35,N,2
14.33258,78.93068,339.37,0.55,0.68,2023-03-08,849,N,VIIRS,n,2,298.8,8.9,D,0
29.9975,75.72318,336.43,0.4,0.37,2023-11-16,809,N,VIIRS,n,2,305.32,2.52,D,0
19.86546,83.60737,343.6,0.42,0.45,2023-05-16,716,N,VIIRS,n,2,307.05,14.79,D,0
25.61949,91.17825,300.36,0.41,0.6,2023-03-11,2022,N,VIIRS,n,2,283.64,0.79,N,0
30.44794,76.52384,347.84,0.37,0.58,2023-10-24,840,N,VIIRS,n,2,299.75,4.25,D,0
17.97794,79.97798,355.11,0.47,0.4,2023-02-13,741,N,VIIRS,n,2,315.14,16.26,D,0
25.87523,94.37139,341.93,0.4,0.37,2023-03-14,659,N,VIIRS,n,2,301.21,3.89,D,0
29.33957,76.97247,326.81,0.59,0.7,2023-03-24,854,N,VIIRS,n,2,289.34,5.98,D,0
26.75971,83.19961,309.37,0.49,0.49,2023-06-14,2040,N,VIIRS,n,2,297.65,1.99,N,2
30.83884,76.335,343.87,0.36,0.57,2023-10-24,840,N,VIIRS,n,2,300.46,2.07,D,0
19.24039,78.80293,353.28,0.47,0.4,2023-03-10,813,N,VIIRS,n,2,309.52,16.62,D,0
15.27891,78.82941,342.49,0.51,0.41,2023-02-27,818,N,VIIRS,n,2,308.79,4.13,D,0
30.82677,77.84386,336.45,0.39,0.36,2023-03-06,751,N,VIIRS,n,2,305.89,5.5,D,0
23.43299,79.98782,333.4,0.48,0.4,2023-11-23,735,N,VIIRS,n,2,301.99,3.73,D,0
24.90627,81.25224,357.2,0.79,0.78,2023-02-15,846,N,VIIRS,n,2,302.19,16.49,D,0
21.35917,81.73605,346.52,0.48,0.4,2023-05-19,801,N,VIIRS,n,2,310.92,6.29,D,0
19.61128,73.39612,341.24,0.41,0.37,2023-03-26,814,N,VIIRS,l,2,315.01,5.75,D,0
33.40155,75.78022,318.95,0.44,0.62,2023-12-20,2134,N,VIIRS,n,2,278.46,3.61,N,0
18.68061,73.03448,320.9,0.49,0.4,2023-11-11,2030,N,VIIRS,n,2,295.03,3.04,N,2
20.79337,85.25568,329.08,0.54,0.42,2023-12-19,2016,N,VIIRS,n,2,289.43,3.03,N,2
18.132,80.29601,330.31,0.55,0.43,2023-04-13,736,N,VIIRS,l,2,304.92,2.85,D,0
23.81596,85.89441,331.36,0.38,0.59,2023-03-05,808,N,VIIRS,l,2,302.5,3.01,D,0
22.13692,80.21923,340.68,0.61,0.54,2023-03-13,717,N,VIIRS,n,2,301.5,5.71,D,0
27.07652,83.45947,333.25,0.39,0.44,2023-11-19,711,N,VIIRS,n,2,299.29,1.82,D,0
27.79199,96.34611,325.38,0.41,0.37,2023-03-10,634,N,VIIRS,n,2,298.61,2.03,D,0
27.12313,80.20325,337.32,0.46,0.47,2023-04-27,815,N,VIIRS,l,2,309.68,5.76,D,0
30.60492,74.17937,341.54,0.38,0.36,2023-11-16,809,N,VIIRS,n,2,295.33,3.71,D,0
24.52062,93.10081,336.34,0.33,0.56,2023-03-16,621,N,VIIRS,n,2,291.11,51.03,D,0
18.23609,83.09106,335.1,0.39,0.36,2023-03-06,747,N,VIIRS,n,2,307.15,2.17,D,0
25.04974,83.34037,349.27,0.4,0.37,2023-05-20,743,N,VIIRS,l,2,320.22,10.33,D,0
19.86843,81.27135,308.23,0.39,0.36,2023-04-18,2012,N,VIIRS,n,2,297.3,1.62,N,0
15.95525,73.83076,307.13,0.43,0.38,2023-04-01,2032,N,VIIRS,n,2,294.25,1.04,N,0
